ijk,Afreq,Bfreq,Cfreq,molecule,Beta,basis,omega
yzz,-0.090502,0.045251,0.045251,n2,-37.05707847,d-aug-cc-pVTZ,2
zxx,-0.090502,0.045251,0.045251,n2,-0.0,d-aug-cc-pVTZ,2
zyx,-0.090502,0.045251,0.045251,n2,0.0,d-aug-cc-pVTZ,2
zyy,-0.090502,0.045251,0.045251,n2,-0.0,d-aug-cc-pVTZ,2
zzx,-0.090502,0.045251,0.045251,n2,25.95809548,d-aug-cc-pVTZ,2
zzy,-0.090502,0.045251,0.045251,n2,-33.64948701,d-aug-cc-pVTZ,2
zzz,-0.090502,0.045251,0.045251,n2,-0.0,d-aug-cc-pVTZ,2
xxx,-0.04525,0.022625,0.022625,n2,-296.96833632,d-aug-cc-pVTZ,1
xyx,-0.04525,0.022625,0.022625,n2,588.55321124,d-aug-cc-pVTZ,1
xyy,-0.04525,0.022625,0.022625,n2,-775.43011313,d-aug-cc-pVTZ,1
xzx,-0.04525,0.022625,0.022625,n2,-0.0,d-aug-cc-pVTZ,1
xzy,-0.04525,0.022625,0.022625,n2,0.0,d-aug-cc-pVTZ,1
xzz,-0.04525,0.022625,0.022625,n2,23.5411611,d-aug-cc-pVTZ,1
yxx,-0.04525,0.022625,0.022625,n2,597.77911111,d-aug-cc-pVTZ,1
yyx,-0.04525,0.022625,0.022625,n2,-795.9386406,d-aug-cc-pVTZ,1
yyy,-0.04525,0.022625,0.022625,n2,513.28239677,d-aug-cc-pVTZ,1
yzx,-0.04525,0.022625,0.022625,n2,0.0,d-aug-cc-pVTZ,1
yzy,-0.04525,0.022625,0.022625,n2,-0.0,d-aug-cc-pVTZ,1
yzz,-0.04525,0.022625,0.022625,n2,-29.45497265,d-aug-cc-pVTZ,1
zxx,-0.04525,0.022625,0.022625,n2,-0.0,d-aug-cc-pVTZ,1
zyx,-0.04525,0.022625,0.022625,n2,0.0,d-aug-cc-pVTZ,1
zyy,-0.04525,0.022625,0.022625,n2,-0.0,d-aug-cc-pVTZ,1
zzx,-0.04525,0.022625,0.022625,n2,23.25193548,d-aug-cc-pVTZ,1
zzy,-0.04525,0.022625,0.022625,n2,-28.91699349,d-aug-cc-pVTZ,1
zzz,-0.04525,0.022625,0.022625,n2,-0.0,d-aug-cc-pVTZ,1
xxx,-0.0,0.0,0.0,n2,-270.66574015,d-aug-cc-pVTZ,0
xyx,-0.0,0.0,0.0,n2,543.79616959,d-aug-cc-pVTZ,0
xyy,-0.0,0.0,0.0,n2,-717.74249702,d-aug-cc-pVTZ,0
xzx,-0.0,0.0,0.0,n2,-0.0,d-aug-cc-pVTZ,0
xzy,-0.0,0.0,0.0,n2,0.0,d-aug-cc-pVTZ,0
xzz,-0.0,0.0,0.0,n2,22.46757783,d-aug-cc-pVTZ,0
yxx,-0.0,0.0,0.0,n2,543.79621808,d-aug-cc-pVTZ,0
yyx,-0.0,0.0,0.0,n2,-717.74244931,d-aug-cc-pVTZ,0
yyy,-0.0,0.0,0.0,n2,440.86390729,d-aug-cc-pVTZ,0
yzx,-0.0,0.0,0.0,n2,0.0,d-aug-cc-pVTZ,0
yzy,-0.0,0.0,0.0,n2,-0.0,d-aug-cc-pVTZ,0
yzz,-0.0,0.0,0.0,n2,-27.59560996,d-aug-cc-pVTZ,0
zxx,-0.0,0.0,0.0,n2,-0.0,d-aug-cc-pVTZ,0
zyx,-0.0,0.0,0.0,n2,0.0,d-aug-cc-pVTZ,0
zyy,-0.0,0.0,0.0,n2,-0.0,d-aug-cc-pVTZ,0
zzx,-0.0,0.0,0.0,n2,22.46758858,d-aug-cc-pVTZ,0
zzy,-0.0,0.0,0.0,n2,-27.59563278,d-aug-cc-pVTZ,0
zzz,-0.0,0.0,0.0,n2,-0.0,d-aug-cc-pVTZ,0
xxx,-0.0364,0.0182,0.0182,n8,-932.28516492,aug-cc-pVDZ,1
xyx,-0.0364,0.0182,0.0182,n8,3950.97511014,aug-cc-pVDZ,1
xyy,-0.0364,0.0182,0.0182,n8,-14700.92128214,aug-cc-pVDZ,1
xzx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVDZ,1
xzy,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVDZ,1
xzz,-0.0364,0.0182,0.0182,n8,13.51916813,aug-cc-pVDZ,1
yxx,-0.0364,0.0182,0.0182,n8,4084.91618455,aug-cc-pVDZ,1
yyx,-0.0364,0.0182,0.0182,n8,-15335.56441509,aug-cc-pVDZ,1
yyy,-0.0364,0.0182,0.0182,n8,48164.04918157,aug-cc-pVDZ,1
yzx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVDZ,1
yzy,-0.0364,0.0182,0.0182,n8,-0.0,aug-cc-pVDZ,1
yzz,-0.0364,0.0182,0.0182,n8,-47.06372723,aug-cc-pVDZ,1
zxx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVDZ,1
zyx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVDZ,1
zyy,-0.0364,0.0182,0.0182,n8,-0.0,aug-cc-pVDZ,1
zzx,-0.0364,0.0182,0.0182,n8,13.51453088,aug-cc-pVDZ,1
zzy,-0.0364,0.0182,0.0182,n8,-46.63021399,aug-cc-pVDZ,1
zzz,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVDZ,1
xxx,-0.0,0.0,0.0,n8,-815.58054566,aug-cc-pVDZ,0
xyx,-0.0,0.0,0.0,n8,3472.71893908,aug-cc-pVDZ,0
xyy,-0.0,0.0,0.0,n8,-12924.90417864,aug-cc-pVDZ,0
xzx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVDZ,0
xzy,-0.0,0.0,0.0,n8,0.0,aug-cc-pVDZ,0
xzz,-0.0,0.0,0.0,n8,13.05913538,aug-cc-pVDZ,0
yxx,-0.0,0.0,0.0,n8,3472.71874384,aug-cc-pVDZ,0
yyx,-0.0,0.0,0.0,n8,-12924.9027982,aug-cc-pVDZ,0
yyy,-0.0,0.0,0.0,n8,39892.49135691,aug-cc-pVDZ,0
yzx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVDZ,0
yzy,-0.0,0.0,0.0,n8,-0.0,aug-cc-pVDZ,0
yzz,-0.0,0.0,0.0,n8,-44.16013447,aug-cc-pVDZ,0
zxx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVDZ,0
zyx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVDZ,0
zyy,-0.0,0.0,0.0,n8,-0.0,aug-cc-pVDZ,0
zzx,-0.0,0.0,0.0,n8,13.05915013,aug-cc-pVDZ,0
zzy,-0.0,0.0,0.0,n8,-44.1601932,aug-cc-pVDZ,0
zzz,-0.0,0.0,0.0,n8,0.0,aug-cc-pVDZ,0
xxx,-0.0364,0.0182,0.0182,n8,-935.96280472,aug-cc-pVQZ,1
xyx,-0.0364,0.0182,0.0182,n8,3974.40885308,aug-cc-pVQZ,1
xyy,-0.0364,0.0182,0.0182,n8,-14795.99273946,aug-cc-pVQZ,1
xzx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVQZ,1
xzy,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVQZ,1
xzz,-0.0364,0.0182,0.0182,n8,15.15049914,aug-cc-pVQZ,1
yxx,-0.0364,0.0182,0.0182,n8,4109.01381488,aug-cc-pVQZ,1
yyx,-0.0364,0.0182,0.0182,n8,-15434.97285303,aug-cc-pVQZ,1
yyy,-0.0364,0.0182,0.0182,n8,48421.08683862,aug-cc-pVQZ,1
yzx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVQZ,1
yzy,-0.0364,0.0182,0.0182,n8,-0.0,aug-cc-pVQZ,1
yzz,-0.0364,0.0182,0.0182,n8,-42.87594392,aug-cc-pVQZ,1
zxx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVQZ,1
zyx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVQZ,1
zyy,-0.0364,0.0182,0.0182,n8,-0.0,aug-cc-pVQZ,1
zzx,-0.0364,0.0182,0.0182,n8,15.1322218,aug-cc-pVQZ,1
zzy,-0.0364,0.0182,0.0182,n8,-42.6746057,aug-cc-pVQZ,1
zzz,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVQZ,1
xxx,-0.0,0.0,0.0,n8,-819.18933493,aug-cc-pVQZ,0
xyx,-0.0,0.0,0.0,n8,3495.15217264,aug-cc-pVQZ,0
xyy,-0.0,0.0,0.0,n8,-13015.3307392,aug-cc-pVQZ,0
xzx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVQZ,0
xzy,-0.0,0.0,0.0,n8,0.0,aug-cc-pVQZ,0
xzz,-0.0,0.0,0.0,n8,14.74769714,aug-cc-pVQZ,0
yxx,-0.0,0.0,0.0,n8,3495.15198303,aug-cc-pVQZ,0
yyx,-0.0,0.0,0.0,n8,-13015.3293943,aug-cc-pVQZ,0
yyy,-0.0,0.0,0.0,n8,40123.22645972,aug-cc-pVQZ,0
yzx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVQZ,0
yzy,-0.0,0.0,0.0,n8,-0.0,aug-cc-pVQZ,0
yzz,-0.0,0.0,0.0,n8,-40.59638792,aug-cc-pVQZ,0
zxx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVQZ,0
zyx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVQZ,0
zyy,-0.0,0.0,0.0,n8,-0.0,aug-cc-pVQZ,0
zzx,-0.0,0.0,0.0,n8,14.7477117,aug-cc-pVQZ,0
zzy,-0.0,0.0,0.0,n8,-40.5964471,aug-cc-pVQZ,0
zzz,-0.0,0.0,0.0,n8,0.0,aug-cc-pVQZ,0
xxx,-0.0364,0.0182,0.0182,n8,-935.96280472,aug-cc-pVTZ,1
xyx,-0.0364,0.0182,0.0182,n8,3974.40885308,aug-cc-pVTZ,1
xyy,-0.0364,0.0182,0.0182,n8,-14795.99273946,aug-cc-pVTZ,1
xzx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVTZ,1
xzy,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVTZ,1
xzz,-0.0364,0.0182,0.0182,n8,15.15049914,aug-cc-pVTZ,1
yxx,-0.0364,0.0182,0.0182,n8,4109.01381488,aug-cc-pVTZ,1
yyx,-0.0364,0.0182,0.0182,n8,-15434.97285303,aug-cc-pVTZ,1
yyy,-0.0364,0.0182,0.0182,n8,48421.08683862,aug-cc-pVTZ,1
yzx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVTZ,1
yzy,-0.0364,0.0182,0.0182,n8,-0.0,aug-cc-pVTZ,1
yzz,-0.0364,0.0182,0.0182,n8,-42.87594392,aug-cc-pVTZ,1
zxx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVTZ,1
zyx,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVTZ,1
zyy,-0.0364,0.0182,0.0182,n8,-0.0,aug-cc-pVTZ,1
zzx,-0.0364,0.0182,0.0182,n8,15.1322218,aug-cc-pVTZ,1
zzy,-0.0364,0.0182,0.0182,n8,-42.6746057,aug-cc-pVTZ,1
zzz,-0.0364,0.0182,0.0182,n8,0.0,aug-cc-pVTZ,1
xxx,-0.0,0.0,0.0,n8,-819.18933493,aug-cc-pVTZ,0
xyx,-0.0,0.0,0.0,n8,3495.15217264,aug-cc-pVTZ,0
xyy,-0.0,0.0,0.0,n8,-13015.3307392,aug-cc-pVTZ,0
xzx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVTZ,0
xzy,-0.0,0.0,0.0,n8,0.0,aug-cc-pVTZ,0
xzz,-0.0,0.0,0.0,n8,14.74769714,aug-cc-pVTZ,0
yxx,-0.0,0.0,0.0,n8,3495.15198303,aug-cc-pVTZ,0
yyx,-0.0,0.0,0.0,n8,-13015.3293943,aug-cc-pVTZ,0
yyy,-0.0,0.0,0.0,n8,40123.22645972,aug-cc-pVTZ,0
yzx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVTZ,0
yzy,-0.0,0.0,0.0,n8,-0.0,aug-cc-pVTZ,0
yzz,-0.0,0.0,0.0,n8,-40.59638792,aug-cc-pVTZ,0
zxx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVTZ,0
zyx,-0.0,0.0,0.0,n8,0.0,aug-cc-pVTZ,0
zyy,-0.0,0.0,0.0,n8,-0.0,aug-cc-pVTZ,0
zzx,-0.0,0.0,0.0,n8,14.7477117,aug-cc-pVTZ,0
zzy,-0.0,0.0,0.0,n8,-40.5964471,aug-cc-pVTZ,0
zzz,-0.0,0.0,0.0,n8,0.0,aug-cc-pVTZ,0
xxx,-0.0364,0.0182,0.0182,n8,-935.96280472,d-aug-cc-pVDZ,1
xyx,-0.0364,0.0182,0.0182,n8,3974.40885308,d-aug-cc-pVDZ,1
xyy,-0.0364,0.0182,0.0182,n8,-14795.99273946,d-aug-cc-pVDZ,1
xzx,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVDZ,1
xzy,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVDZ,1
xzz,-0.0364,0.0182,0.0182,n8,15.15049914,d-aug-cc-pVDZ,1
yxx,-0.0364,0.0182,0.0182,n8,4109.01381488,d-aug-cc-pVDZ,1
yyx,-0.0364,0.0182,0.0182,n8,-15434.97285303,d-aug-cc-pVDZ,1
yyy,-0.0364,0.0182,0.0182,n8,48421.08683862,d-aug-cc-pVDZ,1
yzx,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVDZ,1
yzy,-0.0364,0.0182,0.0182,n8,-0.0,d-aug-cc-pVDZ,1
yzz,-0.0364,0.0182,0.0182,n8,-42.87594392,d-aug-cc-pVDZ,1
zxx,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVDZ,1
zyx,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVDZ,1
zyy,-0.0364,0.0182,0.0182,n8,-0.0,d-aug-cc-pVDZ,1
zzx,-0.0364,0.0182,0.0182,n8,15.1322218,d-aug-cc-pVDZ,1
zzy,-0.0364,0.0182,0.0182,n8,-42.6746057,d-aug-cc-pVDZ,1
zzz,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVDZ,1
xxx,-0.0,0.0,0.0,n8,-819.18933493,d-aug-cc-pVDZ,0
xyx,-0.0,0.0,0.0,n8,3495.15217264,d-aug-cc-pVDZ,0
xyy,-0.0,0.0,0.0,n8,-13015.3307392,d-aug-cc-pVDZ,0
xzx,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVDZ,0
xzy,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVDZ,0
xzz,-0.0,0.0,0.0,n8,14.74769714,d-aug-cc-pVDZ,0
yxx,-0.0,0.0,0.0,n8,3495.15198303,d-aug-cc-pVDZ,0
yyx,-0.0,0.0,0.0,n8,-13015.3293943,d-aug-cc-pVDZ,0
yyy,-0.0,0.0,0.0,n8,40123.22645972,d-aug-cc-pVDZ,0
yzx,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVDZ,0
yzy,-0.0,0.0,0.0,n8,-0.0,d-aug-cc-pVDZ,0
yzz,-0.0,0.0,0.0,n8,-40.59638792,d-aug-cc-pVDZ,0
zxx,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVDZ,0
zyx,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVDZ,0
zyy,-0.0,0.0,0.0,n8,-0.0,d-aug-cc-pVDZ,0
zzx,-0.0,0.0,0.0,n8,14.7477117,d-aug-cc-pVDZ,0
zzy,-0.0,0.0,0.0,n8,-40.5964471,d-aug-cc-pVDZ,0
zzz,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVDZ,0
xxx,-0.0364,0.0182,0.0182,n8,-935.96280472,d-aug-cc-pVTZ,1
xyx,-0.0364,0.0182,0.0182,n8,3974.40885308,d-aug-cc-pVTZ,1
xyy,-0.0364,0.0182,0.0182,n8,-14795.99273946,d-aug-cc-pVTZ,1
xzx,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVTZ,1
xzy,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVTZ,1
xzz,-0.0364,0.0182,0.0182,n8,15.15049914,d-aug-cc-pVTZ,1
yxx,-0.0364,0.0182,0.0182,n8,4109.01381488,d-aug-cc-pVTZ,1
yyx,-0.0364,0.0182,0.0182,n8,-15434.97285303,d-aug-cc-pVTZ,1
yyy,-0.0364,0.0182,0.0182,n8,48421.08683862,d-aug-cc-pVTZ,1
yzx,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVTZ,1
yzy,-0.0364,0.0182,0.0182,n8,-0.0,d-aug-cc-pVTZ,1
yzz,-0.0364,0.0182,0.0182,n8,-42.87594392,d-aug-cc-pVTZ,1
zxx,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVTZ,1
zyx,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVTZ,1
zyy,-0.0364,0.0182,0.0182,n8,-0.0,d-aug-cc-pVTZ,1
zzx,-0.0364,0.0182,0.0182,n8,15.1322218,d-aug-cc-pVTZ,1
zzy,-0.0364,0.0182,0.0182,n8,-42.6746057,d-aug-cc-pVTZ,1
zzz,-0.0364,0.0182,0.0182,n8,0.0,d-aug-cc-pVTZ,1
xxx,-0.0,0.0,0.0,n8,-819.18933493,d-aug-cc-pVTZ,0
xyx,-0.0,0.0,0.0,n8,3495.15217264,d-aug-cc-pVTZ,0
xyy,-0.0,0.0,0.0,n8,-13015.3307392,d-aug-cc-pVTZ,0
xzx,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVTZ,0
xzy,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVTZ,0
xzz,-0.0,0.0,0.0,n8,14.74769714,d-aug-cc-pVTZ,0
yxx,-0.0,0.0,0.0,n8,3495.15198303,d-aug-cc-pVTZ,0
yyx,-0.0,0.0,0.0,n8,-13015.3293943,d-aug-cc-pVTZ,0
yyy,-0.0,0.0,0.0,n8,40123.22645972,d-aug-cc-pVTZ,0
yzx,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVTZ,0
yzy,-0.0,0.0,0.0,n8,-0.0,d-aug-cc-pVTZ,0
yzz,-0.0,0.0,0.0,n8,-40.59638792,d-aug-cc-pVTZ,0
zxx,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVTZ,0
zyx,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVTZ,0
zyy,-0.0,0.0,0.0,n8,-0.0,d-aug-cc-pVTZ,0
zzx,-0.0,0.0,0.0,n8,14.7477117,d-aug-cc-pVTZ,0
zzy,-0.0,0.0,0.0,n8,-40.5964471,d-aug-cc-pVTZ,0
zzz,-0.0,0.0,0.0,n8,0.0,d-aug-cc-pVTZ,0
xxx,-0.043,0.0215,0.0215,n5,6567.42806348,aug-cc-pVDZ,1
xyx,-0.043,0.0215,0.0215,n5,6664.51834259,aug-cc-pVDZ,1
xyy,-0.043,0.0215,0.0215,n5,5807.49908496,aug-cc-pVDZ,1
xzx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVDZ,1
xzy,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVDZ,1
xzz,-0.043,0.0215,0.0215,n5,-36.20869352,aug-cc-pVDZ,1
yxx,-0.043,0.0215,0.0215,n5,6440.13267764,aug-cc-pVDZ,1
yyx,-0.043,0.0215,0.0215,n5,5659.26191723,aug-cc-pVDZ,1
yyy,-0.043,0.0215,0.0215,n5,4510.95161676,aug-cc-pVDZ,1
yzx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVDZ,1
yzy,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVDZ,1
yzz,-0.043,0.0215,0.0215,n5,-29.64018224,aug-cc-pVDZ,1
zxx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVDZ,1
zyx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVDZ,1
zyy,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVDZ,1
zzx,-0.043,0.0215,0.0215,n5,-35.29495286,aug-cc-pVDZ,1
zzy,-0.043,0.0215,0.0215,n5,-29.15305929,aug-cc-pVDZ,1
zzz,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVDZ,1
xxx,-0.0,0.0,0.0,n5,5279.57928412,aug-cc-pVDZ,0
xyx,-0.0,0.0,0.0,n5,5501.07350248,aug-cc-pVDZ,0
xyy,-0.0,0.0,0.0,n5,4854.93035842,aug-cc-pVDZ,0
xzx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVDZ,0
xzy,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVDZ,0
xzz,-0.0,0.0,0.0,n5,-32.97457294,aug-cc-pVDZ,0
yxx,-0.0,0.0,0.0,n5,5501.07457123,aug-cc-pVDZ,0
yyx,-0.0,0.0,0.0,n5,4854.93097752,aug-cc-pVDZ,0
yyy,-0.0,0.0,0.0,n5,3872.59352775,aug-cc-pVDZ,0
yzx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVDZ,0
yzy,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVDZ,0
yzz,-0.0,0.0,0.0,n5,-27.63956025,aug-cc-pVDZ,0
zxx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVDZ,0
zyx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVDZ,0
zyy,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVDZ,0
zzx,-0.0,0.0,0.0,n5,-32.97457839,aug-cc-pVDZ,0
zzy,-0.0,0.0,0.0,n5,-27.63956726,aug-cc-pVDZ,0
zzz,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVDZ,0
xxx,-0.043,0.0215,0.0215,n5,6567.42806348,aug-cc-pVQZ,1
xyx,-0.043,0.0215,0.0215,n5,6664.51834259,aug-cc-pVQZ,1
xyy,-0.043,0.0215,0.0215,n5,5807.49908496,aug-cc-pVQZ,1
xzx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVQZ,1
xzy,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVQZ,1
xzz,-0.043,0.0215,0.0215,n5,-36.20869352,aug-cc-pVQZ,1
yxx,-0.043,0.0215,0.0215,n5,6440.13267764,aug-cc-pVQZ,1
yyx,-0.043,0.0215,0.0215,n5,5659.26191723,aug-cc-pVQZ,1
yyy,-0.043,0.0215,0.0215,n5,4510.95161676,aug-cc-pVQZ,1
yzx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVQZ,1
yzy,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVQZ,1
yzz,-0.043,0.0215,0.0215,n5,-29.64018224,aug-cc-pVQZ,1
zxx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVQZ,1
zyx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVQZ,1
zyy,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVQZ,1
zzx,-0.043,0.0215,0.0215,n5,-35.29495286,aug-cc-pVQZ,1
zzy,-0.043,0.0215,0.0215,n5,-29.15305929,aug-cc-pVQZ,1
zzz,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVQZ,1
xxx,-0.0,0.0,0.0,n5,5279.57928412,aug-cc-pVQZ,0
xyx,-0.0,0.0,0.0,n5,5501.07350248,aug-cc-pVQZ,0
xyy,-0.0,0.0,0.0,n5,4854.93035842,aug-cc-pVQZ,0
xzx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVQZ,0
xzy,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVQZ,0
xzz,-0.0,0.0,0.0,n5,-32.97457294,aug-cc-pVQZ,0
yxx,-0.0,0.0,0.0,n5,5501.07457123,aug-cc-pVQZ,0
yyx,-0.0,0.0,0.0,n5,4854.93097752,aug-cc-pVQZ,0
yyy,-0.0,0.0,0.0,n5,3872.59352775,aug-cc-pVQZ,0
yzx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVQZ,0
yzy,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVQZ,0
yzz,-0.0,0.0,0.0,n5,-27.63956025,aug-cc-pVQZ,0
zxx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVQZ,0
zyx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVQZ,0
zyy,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVQZ,0
zzx,-0.0,0.0,0.0,n5,-32.97457839,aug-cc-pVQZ,0
zzy,-0.0,0.0,0.0,n5,-27.63956726,aug-cc-pVQZ,0
zzz,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVQZ,0
xxx,-0.043,0.0215,0.0215,n5,6567.42806348,aug-cc-pVTZ,1
xyx,-0.043,0.0215,0.0215,n5,6664.51834259,aug-cc-pVTZ,1
xyy,-0.043,0.0215,0.0215,n5,5807.49908496,aug-cc-pVTZ,1
xzx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVTZ,1
xzy,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVTZ,1
xzz,-0.043,0.0215,0.0215,n5,-36.20869352,aug-cc-pVTZ,1
yxx,-0.043,0.0215,0.0215,n5,6440.13267764,aug-cc-pVTZ,1
yyx,-0.043,0.0215,0.0215,n5,5659.26191723,aug-cc-pVTZ,1
yyy,-0.043,0.0215,0.0215,n5,4510.95161676,aug-cc-pVTZ,1
yzx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVTZ,1
yzy,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVTZ,1
yzz,-0.043,0.0215,0.0215,n5,-29.64018224,aug-cc-pVTZ,1
zxx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVTZ,1
zyx,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVTZ,1
zyy,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVTZ,1
zzx,-0.043,0.0215,0.0215,n5,-35.29495286,aug-cc-pVTZ,1
zzy,-0.043,0.0215,0.0215,n5,-29.15305929,aug-cc-pVTZ,1
zzz,-0.043,0.0215,0.0215,n5,-0.0,aug-cc-pVTZ,1
xxx,-0.0,0.0,0.0,n5,5279.57928412,aug-cc-pVTZ,0
xyx,-0.0,0.0,0.0,n5,5501.07350248,aug-cc-pVTZ,0
xyy,-0.0,0.0,0.0,n5,4854.93035842,aug-cc-pVTZ,0
xzx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVTZ,0
xzy,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVTZ,0
xzz,-0.0,0.0,0.0,n5,-32.97457294,aug-cc-pVTZ,0
yxx,-0.0,0.0,0.0,n5,5501.07457123,aug-cc-pVTZ,0
yyx,-0.0,0.0,0.0,n5,4854.93097752,aug-cc-pVTZ,0
yyy,-0.0,0.0,0.0,n5,3872.59352775,aug-cc-pVTZ,0
yzx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVTZ,0
yzy,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVTZ,0
yzz,-0.0,0.0,0.0,n5,-27.63956025,aug-cc-pVTZ,0
zxx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVTZ,0
zyx,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVTZ,0
zyy,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVTZ,0
zzx,-0.0,0.0,0.0,n5,-32.97457839,aug-cc-pVTZ,0
zzy,-0.0,0.0,0.0,n5,-27.63956726,aug-cc-pVTZ,0
zzz,-0.0,0.0,0.0,n5,-0.0,aug-cc-pVTZ,0
xxx,-0.043,0.0215,0.0215,n5,6567.42806348,d-aug-cc-pVDZ,1
